ticket_id,customer_id,issue_type,resolution_time_minutes,csat_score
S5970712,C017550,Membership Cancellation,121,1
S4247300,C010719,Billing,25,5
S8058792,C015435,App Issue,76,2
S4475179,C004684,Billing,155,1
S9850017,C001551,App Issue,224,3
S4767101,C010937,Membership Cancellation,198,3
S3714717,C013369,Membership Cancellation,151,2
S2793646,C001477,Service Quality,76,1
S3857070,C001867,Billing,168,1
S2143233,C013447,Billing,35,4
S6417630,C013839,App Issue,40,4
S2607788,C007786,Membership Cancellation,77,1
S9394780,C010663,Billing,160,4
S1096787,C005632,App Issue,207,3
S3226753,C001486,Billing,196,1
S8894395,C012217,Billing,122,2
S7001075,C002134,App Issue,230,3
S1256327,C015635,Membership Cancellation,21,5
S2364768,C010613,Membership Cancellation,155,2
S2658172,C009376,Service Quality,20,2
S7647595,C002619,Service Quality,238,3
S9099190,C004824,Billing,137,5
S8571149,C014564,Membership Cancellation,50,3
S7353974,C012068,Service Quality,81,3
S7130187,C016565,Membership Cancellation,167,1
S6736616,C016551,Billing,205,3
S7613848,C009681,Membership Cancellation,159,4
S7474794,C000549,App Issue,121,4
S9599679,C003907,Service Quality,43,3
S9805657,C012131,Service Quality,199,5
S8989456,C001029,Billing,179,2
S5671021,C011628,Billing,16,4
S2753714,C017160,Billing,84,3
S9127823,C019757,Billing,155,3
S3702961,C015953,App Issue,116,1
S8685675,C016401,Billing,203,1
S3660033,C017604,Billing,6,1
S1815010,C013907,Service Quality,106,3
S8173171,C007661,App Issue,172,2
S5377071,C010749,Membership Cancellation,159,2
S8480187,C000428,Membership Cancellation,213,2
S2933111,C015166,Service Quality,194,4
S5766464,C018206,Membership Cancellation,121,1
S2780551,C018362,Membership Cancellation,28,2
S3356938,C011329,Billing,85,2
S6235070,C002600,Service Quality,222,5
S1170765,C010178,Service Quality,26,2
S9622378,C015572,Billing,131,5
S4403877,C012407,Membership Cancellation,6,3
S3402480,C013919,Billing,29,4
S1364925,C007293,Membership Cancellation,105,4
S2473406,C013554,Membership Cancellation,19,5
S5087164,C012976,Billing,220,5
S2964689,C019276,App Issue,173,2
S5012974,C014887,Billing,238,2
S9544652,C006531,Billing,161,5
S3919045,C005022,Billing,236,2
S4049038,C010702,App Issue,124,4
S9183039,C005667,App Issue,90,3
S8692360,C014505,Billing,191,3
S8060824,C010157,Billing,229,5
S8223455,C011556,Membership Cancellation,217,2
S7708598,C010905,Billing,226,4
S5973197,C010404,App Issue,180,1
S4105287,C008985,Membership Cancellation,8,1
S6449988,C008547,Billing,113,1
S9239837,C004295,Service Quality,145,4
S7062117,C007948,App Issue,218,1
S2208786,C004657,Billing,183,5
S5457932,C000725,Service Quality,83,3
S6796212,C000962,Service Quality,227,5
S6829687,C008631,Billing,154,5
S9366063,C009776,Billing,78,3
S2130466,C019460,Service Quality,56,3
S4561344,C000215,Billing,170,1
S1155071,C008418,Service Quality,97,1
S9633275,C011873,App Issue,12,4
S7996160,C009365,Membership Cancellation,174,2
S7865262,C000888,App Issue,127,2
S1726382,C016738,Service Quality,73,4
S6857658,C005318,Membership Cancellation,177,4
S7743708,C009711,Membership Cancellation,224,1
S5624110,C001706,App Issue,8,3
S4969581,C010867,Service Quality,80,4
S9551366,C016918,Billing,175,2
S1234805,C018627,Billing,123,1
S7171240,C007554,Service Quality,75,4
S9723384,C007678,Service Quality,96,3
S6745258,C013493,Service Quality,154,4
S5520050,C018028,App Issue,230,1
S1431082,C000200,Billing,107,3
S4941395,C016283,App Issue,99,4
S5425057,C014415,Membership Cancellation,34,2
S2863249,C003682,Membership Cancellation,216,2
S7859545,C001621,Service Quality,195,5
S1425257,C010692,Membership Cancellation,73,5
S1888509,C004542,Service Quality,12,2
S7860404,C011726,Service Quality,216,1
S2502989,C003620,App Issue,152,1
S8335939,C018698,Billing,148,4
S3665560,C015799,App Issue,75,3
S3215318,C012290,Billing,222,4
S9259512,C014850,Billing,21,2
S9712360,C007156,Billing,127,5
S9538109,C005543,Billing,178,5
S6066927,C002933,Membership Cancellation,147,4
S1575826,C012509,Billing,213,4
S2776022,C007158,Service Quality,162,1
S7049140,C013267,Service Quality,33,4
S7804917,C005678,Billing,72,2
S4456954,C011129,App Issue,228,1
S9885964,C015554,Billing,22,4
S8256110,C013240,Membership Cancellation,94,2
S1125571,C008863,Membership Cancellation,95,4
S5664689,C017622,App Issue,81,4
S8904203,C017294,Billing,52,3
S7189354,C002762,Membership Cancellation,116,5
S6000098,C007381,Billing,72,3
S6579273,C001930,App Issue,19,1
S4652746,C008879,Billing,197,3
S1261079,C001052,Billing,110,5
S9298917,C004459,Service Quality,110,4
S5070539,C004784,Service Quality,226,4
S5895814,C013838,App Issue,189,4
S5723633,C018089,Billing,16,4
S3414096,C017946,Membership Cancellation,114,5
S7306821,C002406,Membership Cancellation,42,3
S8729531,C015959,Billing,114,4
S4037673,C005978,Membership Cancellation,139,5
S1263599,C003749,Billing,56,3
S7279921,C019454,Service Quality,216,2
S4650341,C013914,Service Quality,101,4
S9493160,C011637,Service Quality,8,2
S9434111,C011474,Membership Cancellation,65,2
S4899001,C017290,Service Quality,25,5
S6019423,C012496,Membership Cancellation,134,2
S9543207,C002475,Billing,197,2
S8875485,C016481,Membership Cancellation,187,5
S9311433,C005217,Membership Cancellation,195,3
S8204953,C004979,App Issue,214,2
S3910541,C016453,App Issue,140,2
S9247574,C005066,Billing,46,5
S9500438,C019326,Billing,104,4
S4966155,C010782,App Issue,104,5
S1119480,C015917,Membership Cancellation,20,5
S6347246,C011870,Membership Cancellation,10,1
S3507532,C001625,Service Quality,87,5
S3737798,C010100,App Issue,174,2
S8180154,C014981,App Issue,152,1
S3671336,C000457,Billing,180,4
S1370815,C009794,Service Quality,227,1
S6859069,C012012,Service Quality,113,2
S8713777,C008334,Billing,51,3
S7906968,C007113,Service Quality,113,1
S5470175,C003377,Membership Cancellation,12,5
S5416831,C000996,Membership Cancellation,154,1
S4935421,C018212,Membership Cancellation,152,2
S2544115,C011841,Membership Cancellation,52,5
S1804148,C004192,Billing,148,5
S9486838,C009688,Billing,193,3
S4705017,C013686,Billing,181,4
S4294485,C016362,Membership Cancellation,11,1
S7902785,C002989,Billing,7,1
S5516787,C009063,Membership Cancellation,168,4
S2090608,C014130,Service Quality,177,2
S3306773,C003781,App Issue,154,3
S3135910,C014414,Membership Cancellation,66,1
S3767016,C013013,Billing,55,4
S3524237,C015076,Service Quality,58,2
S3728043,C009229,App Issue,89,1
S9184002,C002072,Billing,121,4
S4731346,C001727,App Issue,171,2
S6680057,C009452,Service Quality,41,4
S5656857,C017930,App Issue,55,2
S9128347,C011711,Membership Cancellation,11,5
S4583356,C004607,Membership Cancellation,149,5
S2154199,C017318,Billing,139,1
S9654086,C012922,Service Quality,121,2
S8042510,C002229,Membership Cancellation,93,2
S1675921,C002739,Billing,135,2
S4689555,C006107,Billing,174,2
S4921484,C001509,Service Quality,66,1
S2060923,C006411,Membership Cancellation,5,5
S2729424,C010220,Billing,193,2
S8693868,C019365,Membership Cancellation,51,3
S5078281,C002671,Billing,155,2
S3626160,C015412,App Issue,147,2
S3677264,C019736,Billing,24,1
S7853173,C015842,Membership Cancellation,155,5
S6121787,C009246,Membership Cancellation,82,3
S1625377,C003099,Membership Cancellation,158,5
S3557227,C004654,App Issue,207,5
S5297293,C010020,Service Quality,200,3
S2466515,C006159,Billing,157,4
S4539378,C001349,App Issue,108,1
S8766843,C013869,Membership Cancellation,189,1
S9903755,C012295,Billing,129,5
S7641123,C018959,Billing,189,2
S4246356,C017539,Membership Cancellation,128,1
S5246714,C006390,Billing,155,2
S5464022,C012745,Billing,127,5
S5791106,C004009,Service Quality,85,2
S4461428,C011663,Service Quality,145,2
S6758003,C000193,Billing,22,1
S9985915,C000477,Service Quality,146,1
S5074816,C000812,App Issue,93,2
S2701245,C018811,Billing,96,2
S3041414,C003451,Service Quality,87,1
S4761577,C014057,App Issue,23,1
S6290796,C015471,Membership Cancellation,239,1
S3936390,C009399,Service Quality,166,3
S7199966,C000500,Service Quality,50,5
S1494042,C016135,Membership Cancellation,124,3
S6321891,C002050,App Issue,30,4
S8055048,C016609,Membership Cancellation,231,3
S2100271,C014136,Billing,125,1
S3450960,C000191,App Issue,216,4
S9011866,C018178,App Issue,59,1
S3016221,C012658,Service Quality,146,1
S5124928,C019324,Membership Cancellation,124,3
S6048583,C010013,Billing,163,4
S3809802,C000606,Service Quality,76,5
S4864715,C008359,Billing,124,5
S6114495,C011766,Service Quality,121,5
S4564173,C002487,App Issue,142,1
S7081200,C017303,App Issue,209,5
S4721235,C011355,App Issue,177,2
S5656747,C016566,Membership Cancellation,169,5
S8176326,C008843,Billing,47,2
S4718861,C018460,Service Quality,218,2
S2332465,C007282,Membership Cancellation,200,3
S6121107,C017414,Service Quality,15,1
S2320275,C010747,Billing,135,3
S4173358,C015020,App Issue,228,3
S1508629,C004742,Service Quality,119,1
S3703741,C000863,Service Quality,128,2
S2820161,C012904,App Issue,97,5
S7680719,C003555,Membership Cancellation,81,2
S4587154,C018448,App Issue,149,2
S8232454,C000512,Billing,8,2
S4811999,C010650,App Issue,138,4
S2792507,C011538,Billing,216,5
S3539164,C006796,Billing,178,1
S8478802,C014321,Membership Cancellation,146,4
S4496382,C013976,Billing,162,5
S3497777,C014948,Membership Cancellation,178,3
S7184304,C004062,App Issue,216,4
S5020865,C004961,Service Quality,145,3
S8228392,C018949,Service Quality,35,4
S8226116,C005557,Membership Cancellation,11,4
S4810103,C014727,App Issue,234,4
S4661824,C012086,Service Quality,189,2
S4301913,C013981,App Issue,219,4
S7367766,C009528,Billing,89,3
S4435122,C018706,Membership Cancellation,231,1
S1615390,C002371,Service Quality,91,1
S9216740,C004554,Billing,180,3
S2802725,C007356,Billing,144,5
S2158145,C009640,App Issue,76,3
S6974657,C017704,Membership Cancellation,92,2
S7889083,C016261,Service Quality,99,4
S7250631,C005613,Service Quality,106,3
S5543719,C019345,App Issue,11,2
S1331417,C005137,Service Quality,55,5
S9002155,C005645,Membership Cancellation,49,1
S6447983,C010976,Service Quality,118,4
S5765405,C011135,Billing,110,2
S3595513,C006436,App Issue,216,1
S6769792,C014701,Billing,158,2
S5771558,C014289,Membership Cancellation,164,2
S7614736,C009942,App Issue,147,3
S7619428,C012764,Membership Cancellation,116,3
S7110724,C012655,Membership Cancellation,33,3
S7261141,C004040,Membership Cancellation,63,3
S8479278,C003353,App Issue,61,3
S1063916,C012189,Service Quality,108,4
S1348164,C012445,Billing,237,1
S8849678,C016076,Membership Cancellation,132,5
S3962531,C000698,Membership Cancellation,41,4
S6452127,C000626,Billing,169,1
S1354925,C015422,Membership Cancellation,99,5
S7118180,C012354,Membership Cancellation,55,2
S3498969,C017172,Service Quality,195,5
S6524699,C002968,Service Quality,46,4
S6009478,C001402,Membership Cancellation,112,1
S3324832,C012210,Service Quality,230,4
S5231685,C010945,Membership Cancellation,163,3
S5966797,C014734,Membership Cancellation,143,3
S1449417,C004302,Service Quality,157,5
S6210122,C018455,Membership Cancellation,121,2
S3036530,C009262,App Issue,159,4
S2086237,C018397,Billing,176,5
S3564118,C016142,App Issue,78,2
S7840650,C008815,App Issue,81,5
S9884273,C011618,Billing,192,2
S4307537,C013901,Membership Cancellation,220,3
S2879489,C019911,App Issue,23,4
S1641587,C014345,Service Quality,228,5
S3697762,C001918,Billing,58,4
S2283390,C006541,Billing,78,4
S1570026,C017519,Service Quality,26,3
S8588733,C019106,Billing,51,3
S8123633,C003339,Membership Cancellation,223,3
S2235574,C019431,Service Quality,221,5
S7735618,C004715,Membership Cancellation,123,1
S4512074,C015564,App Issue,13,5
S8748706,C002784,Billing,197,2
S7559303,C018044,App Issue,120,5
S7483830,C013949,Membership Cancellation,196,2
S6078417,C014029,Service Quality,236,3
S1592935,C003461,Membership Cancellation,175,3
S5742666,C015303,Service Quality,36,5
S9541890,C019305,Billing,152,4
S4438974,C005259,Membership Cancellation,186,2
S4703854,C001910,Billing,142,4
S4796965,C012076,App Issue,141,2
S9352703,C007522,App Issue,160,1
S7149556,C000795,Billing,5,5
S1396899,C012961,Billing,201,4
S3028646,C009598,Membership Cancellation,191,4
S7093073,C006362,Membership Cancellation,82,3
S6063083,C010265,Billing,168,5
S9179941,C009284,Billing,11,4
S6248026,C017019,App Issue,81,4
S3014336,C019721,Membership Cancellation,20,5
S2813774,C006680,Service Quality,200,4
S4477755,C001355,Membership Cancellation,25,3
S2132410,C018715,Billing,19,3
S3135128,C015327,App Issue,135,5
S5269521,C012859,Billing,109,5
S4656605,C004351,Membership Cancellation,36,3
S9064900,C015193,App Issue,152,5
S5760384,C002751,Billing,23,1
S3330710,C014790,Service Quality,103,4
S2317985,C012683,Billing,52,4
S4649233,C005209,Membership Cancellation,13,5
S8985453,C000021,Service Quality,159,3
S1451902,C019783,Billing,89,5
S9421493,C003248,Membership Cancellation,95,1
S2844345,C014652,App Issue,73,5
S3586048,C011041,Billing,87,3
S8710645,C015302,Membership Cancellation,140,2
S1503818,C008790,Membership Cancellation,160,3
S3149633,C010321,Membership Cancellation,162,1
S7917863,C009826,App Issue,14,3
S8038920,C015717,App Issue,209,4
S6811777,C001963,Service Quality,209,5
S9334067,C016808,App Issue,142,2
S7317514,C000809,Membership Cancellation,128,1
S9863074,C018821,Service Quality,234,3
S6434738,C006092,Service Quality,33,5
S2788394,C001926,Membership Cancellation,14,1
S5619295,C016200,Billing,36,1
S5924258,C000518,Billing,43,4
S8365368,C003344,Membership Cancellation,15,2
S9206485,C015760,Service Quality,20,3
S1201828,C002984,Billing,88,5
S7585307,C009812,Billing,227,5
S6746218,C013969,App Issue,194,2
S7227133,C017358,Membership Cancellation,145,3
S5635838,C017065,Membership Cancellation,178,1
S5555128,C006759,App Issue,165,5
S2020493,C019418,Membership Cancellation,220,3
S5351663,C015071,App Issue,212,1
S4730815,C016834,App Issue,176,3
S7565802,C017804,Membership Cancellation,165,1
S1591353,C007442,App Issue,65,1
S5120970,C018014,Service Quality,27,2
S8883030,C004991,Service Quality,69,4
S4350170,C019803,Service Quality,40,4
S9614617,C004623,Service Quality,201,3
S2407205,C017719,Service Quality,28,5
S7034641,C004673,Service Quality,124,3
S4216492,C015255,Service Quality,237,1
S2522716,C001535,App Issue,219,4
S7395962,C005193,Membership Cancellation,32,3
S4608857,C010572,Billing,235,3
S6929932,C006466,Membership Cancellation,87,2
S8807805,C004291,Service Quality,126,5
S8793630,C008210,App Issue,10,2
S1643316,C005042,App Issue,35,3
S2166560,C013529,Billing,17,4
S8365624,C004597,Membership Cancellation,105,1
S6872288,C003722,Membership Cancellation,61,5
S7299286,C018156,Membership Cancellation,155,2
S4175890,C000296,Billing,43,3
S6289319,C015679,Billing,194,2
S6595187,C017726,Billing,89,5
S8284925,C019197,Billing,162,4
S4339039,C015175,Service Quality,205,4
S4464098,C000070,App Issue,29,3
S3025549,C000237,Membership Cancellation,29,3
S6213576,C013708,App Issue,180,2
S5976315,C017788,Billing,57,1
S6159837,C009111,Membership Cancellation,113,3
S4933609,C017817,Service Quality,208,2
S6957634,C000131,App Issue,33,5
S3229595,C015380,Billing,28,5
S3890483,C009510,Billing,11,5
S1607377,C014881,Membership Cancellation,56,1
S5819105,C004178,Membership Cancellation,90,1
S6695957,C009593,App Issue,136,5
S4931546,C013005,Membership Cancellation,62,1
S2805378,C013363,App Issue,235,4
S4440742,C000259,Service Quality,223,4
S7276737,C008004,Billing,132,4
S5071182,C009778,Service Quality,158,1
S3046228,C005317,Service Quality,204,5
S1244384,C013145,App Issue,83,2
S1038219,C009520,Billing,138,4
S4185696,C006489,App Issue,63,5
S9772795,C008195,Service Quality,17,4
S6675917,C014469,App Issue,130,5
S3779201,C001243,App Issue,63,3
S5813194,C013658,Membership Cancellation,104,1
S3907024,C011024,Service Quality,122,1
S3373200,C017811,Membership Cancellation,205,1
S3276695,C006437,Billing,13,2
S9685721,C013465,Membership Cancellation,20,1
S1680667,C005823,Service Quality,141,1
S1719558,C007605,Service Quality,209,5
S6367408,C006066,Service Quality,71,5
S3303697,C011936,App Issue,40,2
S8446185,C010956,Billing,161,4
S8830236,C006719,Billing,195,2
S3467366,C015136,Membership Cancellation,152,4
S2822593,C019246,Service Quality,51,5
S3691309,C015770,Service Quality,216,2
S1383720,C014300,Membership Cancellation,122,2
S5208689,C004240,Service Quality,28,1
S2197393,C013394,Service Quality,109,4
S3177642,C000903,Service Quality,103,1
S6382383,C018694,Service Quality,208,5
S4460468,C009963,Billing,104,3
S1625201,C019880,App Issue,234,5
S4325894,C013438,App Issue,79,5
S3875123,C014612,Membership Cancellation,48,1
S4728565,C008311,App Issue,96,3
S2814347,C008316,App Issue,234,1
S6913030,C008392,Service Quality,178,5
S1079398,C004405,Membership Cancellation,131,4
S9788261,C015580,Membership Cancellation,112,5
S3151411,C013690,Billing,52,2
S2175288,C011657,Billing,39,1
S4474254,C014664,Membership Cancellation,53,1
S8814969,C011044,Billing,28,1
S5521382,C019425,App Issue,17,5
S1103121,C018389,App Issue,184,2
S5312179,C009300,App Issue,184,1
S2655094,C006933,Service Quality,86,2
S1382060,C012413,Service Quality,123,3
S2550513,C015330,App Issue,40,5
S4579560,C006396,App Issue,103,2
S8781521,C010473,Membership Cancellation,104,2
S9759232,C002650,App Issue,118,2
S6249560,C005326,App Issue,217,4
S5594619,C002509,Service Quality,135,4
S2596476,C013993,App Issue,231,5
S1393816,C017756,Billing,165,5
S9987868,C006620,App Issue,71,4
S2293743,C008455,App Issue,102,3
S2577016,C016155,Membership Cancellation,88,4
S9050484,C018013,App Issue,140,1
S8461245,C011703,Service Quality,28,5
S6719028,C006309,Billing,234,4
S6602954,C015976,Membership Cancellation,68,5
S2495450,C005175,Membership Cancellation,145,4
S2181127,C006828,Billing,7,5
S8138126,C018408,Service Quality,219,5
S6623015,C017024,Billing,236,4
S9161395,C016129,Membership Cancellation,122,5
S3875059,C005187,Membership Cancellation,126,5
S6295352,C005021,Membership Cancellation,85,2
S1074600,C009537,Membership Cancellation,38,1
S1885422,C011302,Service Quality,170,1
S6920891,C012187,Billing,170,2
S8432098,C017740,App Issue,152,4
S4200970,C014642,Billing,174,3
S7082714,C006110,App Issue,118,4
S1918862,C007249,Billing,56,2
S3007539,C018352,App Issue,20,3
S3214763,C004212,Billing,150,3
S4742022,C006899,Service Quality,48,3
S8648520,C011091,Membership Cancellation,17,5
S1409350,C010866,Membership Cancellation,47,5
S8770921,C014671,Membership Cancellation,183,2
S6750940,C017451,Service Quality,70,3
S9800559,C008184,App Issue,234,3
S2225915,C004525,Membership Cancellation,45,3
S5545919,C009119,Billing,36,4
S6172768,C011696,App Issue,220,1
S1512536,C009904,App Issue,17,1
S5822872,C011832,Service Quality,194,4
S4370738,C001110,Service Quality,107,4
S3386296,C004639,Billing,184,5
S2548890,C011121,App Issue,66,4
S5202452,C006433,Service Quality,35,5
S4518038,C009872,Membership Cancellation,182,4
S4338156,C007939,App Issue,186,3
S3430731,C007664,App Issue,199,4
S7864019,C000252,Billing,86,3
S4913890,C019037,Membership Cancellation,20,1
S8229149,C014791,Service Quality,59,2
S2334541,C016449,App Issue,157,1
S3384571,C019530,Service Quality,195,1
S3332623,C017322,Billing,27,2
S1034911,C012791,Billing,184,2
S2011552,C005293,Service Quality,177,5
S5478939,C019062,App Issue,23,3
S6480541,C011551,Billing,20,3
S2419663,C002020,Billing,233,1
S2741704,C011738,Service Quality,21,4
S3920216,C004254,Membership Cancellation,97,2
S7017277,C011498,Billing,212,4
S8241388,C012173,Membership Cancellation,33,3
S8379244,C007104,Membership Cancellation,187,2
S2951429,C000284,Membership Cancellation,45,2
S3996052,C012543,Service Quality,58,2
S2896389,C008320,Membership Cancellation,52,4
S3385537,C011819,App Issue,114,2
S7953103,C018427,Membership Cancellation,30,3
S7814132,C013128,App Issue,222,5
S7111532,C006653,Billing,37,4
S5021565,C008576,Membership Cancellation,208,5
S7829225,C005696,App Issue,42,2
S3624417,C018860,App Issue,23,1
S9836021,C017277,Service Quality,225,3
S1327966,C002110,Service Quality,48,5
S8618911,C002960,Service Quality,18,4
S7809337,C005801,Service Quality,38,3
S2766306,C006483,Membership Cancellation,239,1
S7428713,C011073,Membership Cancellation,159,2
S4137626,C003480,Billing,221,1
S5328629,C001149,Service Quality,64,3
S7978047,C017380,Membership Cancellation,27,4
S8966149,C004645,App Issue,108,2
S7224038,C005662,Membership Cancellation,203,1
S5468479,C004004,Membership Cancellation,112,1
S9322195,C006600,Service Quality,26,3
S1372995,C001464,Membership Cancellation,87,5
S8695694,C000774,App Issue,166,3
S9039483,C011045,Billing,217,5
S5695766,C000551,App Issue,144,5
S9706127,C002914,Billing,98,3
S9898192,C014129,App Issue,67,5
S6215482,C004020,Membership Cancellation,227,4
S5977309,C016077,Billing,211,2
S8993657,C001482,Service Quality,101,3
S4215692,C007797,Billing,24,4
S3294049,C004854,Service Quality,236,3
S7444982,C015668,Service Quality,157,5
S3354144,C007360,App Issue,93,4
S4451497,C014759,App Issue,235,2
S9927913,C014069,Billing,12,5
S3319871,C011027,Membership Cancellation,65,4
S2927305,C005307,Membership Cancellation,185,3
S3917064,C015582,Service Quality,17,5
S5517734,C013253,App Issue,97,3
S2218805,C002516,Billing,36,3
S1083781,C004866,App Issue,13,1
S4913524,C015284,App Issue,239,5
S5999056,C012784,Service Quality,132,3
S5347396,C006698,Membership Cancellation,111,4
S3989420,C019349,Billing,43,3
S9914991,C000646,App Issue,161,3
S4328825,C012116,Service Quality,23,4
S6000637,C013033,Service Quality,173,4
S5625389,C008595,Service Quality,173,4
S6007252,C010842,Billing,114,4
S6193491,C011497,Membership Cancellation,26,1
S2350204,C002913,Billing,224,2
S6063144,C000502,Billing,48,5
S1138778,C002195,App Issue,28,4
S3119572,C017639,Service Quality,215,3
S2116510,C011699,Billing,77,5
S4423895,C011811,Membership Cancellation,44,1
S5715204,C002242,Billing,110,3
S9453587,C012815,Billing,93,4
S2211758,C013619,App Issue,42,5
S5289933,C004691,Membership Cancellation,11,4
S7059894,C006991,Service Quality,81,5
S5760270,C018329,Membership Cancellation,5,2
S1417543,C013187,Service Quality,158,4
S5439215,C017678,Service Quality,159,3
S1058963,C012241,Billing,67,1
S3525786,C012378,Service Quality,132,1
S1813545,C001811,App Issue,48,2
S7036351,C002309,Membership Cancellation,33,2
S4895991,C000882,Billing,204,5
S3908284,C015305,App Issue,120,4
S6669096,C019229,Service Quality,136,4
S3887711,C003154,Service Quality,194,1
S5122210,C015223,Service Quality,56,1
S5653058,C017126,Service Quality,84,5
S7629825,C013722,Service Quality,166,3
S6335374,C008857,App Issue,112,4
S3986904,C000618,Membership Cancellation,124,4
S6141668,C000754,Billing,213,4
S7409318,C007172,App Issue,111,1
S5041643,C007470,Membership Cancellation,59,1
S6116406,C014412,App Issue,8,4
S6786769,C012958,Billing,161,1
S1280330,C007891,App Issue,82,2
S9710037,C003788,Membership Cancellation,41,2
S8463678,C012921,App Issue,160,5
S8312215,C001099,Billing,25,1
S3643948,C011894,Billing,97,1
S5938643,C002044,App Issue,169,1
S9263800,C006618,Membership Cancellation,91,3
S3038329,C005005,Membership Cancellation,164,5
S6770313,C003414,Billing,151,2
S1013970,C000561,App Issue,75,5
S2357611,C008490,App Issue,125,5
S6175393,C011772,Billing,56,1
S6826477,C006755,App Issue,176,5
S2305241,C019860,Service Quality,239,4
S8572970,C008226,Membership Cancellation,90,4
S4141415,C019954,App Issue,8,5
S8406459,C008249,Service Quality,97,4
S3073972,C003336,App Issue,83,2
S3641064,C004856,Billing,119,1
S8516314,C011319,Membership Cancellation,65,5
S9992673,C002021,Service Quality,98,3
S4699715,C011318,Service Quality,94,3
S5228035,C008318,Service Quality,77,1
S5062243,C004559,App Issue,194,4
S5378692,C011460,Billing,125,5
S2773277,C016794,Membership Cancellation,148,4
S7041325,C001179,App Issue,109,4
S1932272,C017192,App Issue,123,5
S8820047,C004265,Service Quality,124,3
S3483568,C009484,Service Quality,34,1
S9341570,C008161,Membership Cancellation,108,1
S4357401,C000864,Membership Cancellation,37,5
S1650473,C009782,Service Quality,165,4
S7072286,C007722,Billing,62,3
S7669623,C010569,App Issue,153,3
S6092277,C001185,Membership Cancellation,114,2
S3484915,C007854,Service Quality,219,4
S8777436,C015274,Service Quality,230,4
S7559902,C006930,Billing,175,2
S1473097,C009940,Billing,147,2
S1297609,C002236,Billing,38,4
S9569582,C013609,Membership Cancellation,190,1
S2344670,C011577,Billing,140,3
S1598222,C003095,App Issue,105,1
S7351875,C016844,Membership Cancellation,38,5
S8346891,C007826,Billing,162,1
S9182329,C004592,App Issue,127,3
S9635113,C013389,Billing,43,3
S2785358,C003616,App Issue,69,3
S9446611,C008031,Service Quality,77,1
S7133723,C004634,App Issue,36,1
S7712267,C005902,App Issue,177,2
S6178312,C002241,App Issue,165,3
S7695007,C000485,Service Quality,7,4
S5096584,C006826,Service Quality,19,4
S9800183,C009646,App Issue,88,2
S6628915,C006176,Service Quality,75,1
S2804067,C006950,App Issue,50,1
S3485309,C007227,App Issue,200,5
S4135600,C007998,App Issue,99,2
S3492811,C012588,App Issue,59,2
S5690611,C008765,Membership Cancellation,195,1
S5287990,C011359,Billing,140,5
S3429598,C000298,Service Quality,47,2
S4523387,C002051,Billing,51,4
S4590085,C002029,Billing,176,3
S6464514,C012681,Billing,207,3
S6909680,C013591,App Issue,142,3
S5438342,C018744,Membership Cancellation,124,5
S3350373,C000891,Membership Cancellation,128,3
S5911662,C002727,Billing,35,1
S8142779,C005065,Billing,133,3
S2135513,C006307,App Issue,155,5
S5138072,C009353,Billing,44,1
S2246234,C004609,Membership Cancellation,178,1
S3473318,C009672,Service Quality,96,3
S1126836,C002649,Membership Cancellation,170,5
S5413600,C006298,Service Quality,95,4
S9962255,C006860,Membership Cancellation,107,4
S4050647,C003816,Membership Cancellation,205,1
S7953987,C007102,App Issue,236,3
S7909934,C013803,Membership Cancellation,8,1
S6861666,C018046,Billing,124,3
S1993898,C013614,App Issue,237,4
S5350346,C000621,Service Quality,40,3
S2943307,C005432,Billing,157,1
S3545835,C001580,Billing,147,3
S2601382,C000027,Service Quality,7,1
S9900259,C005651,Membership Cancellation,46,3
S5820594,C003143,App Issue,96,3
S8658544,C019147,Membership Cancellation,188,2
S6696386,C012334,Billing,168,3
S4772462,C009986,App Issue,226,4
S6192327,C017651,Billing,26,1
S6126668,C008948,Service Quality,192,1
S5565166,C013457,Membership Cancellation,25,5
S1519994,C018909,App Issue,150,2
S9524606,C003400,Billing,147,1
S3008935,C011155,Billing,222,4
S3705100,C016458,Membership Cancellation,184,3
S7668814,C010134,App Issue,213,2
S4310268,C005157,App Issue,168,1
S6488550,C006488,Billing,122,5
S8861174,C013159,Membership Cancellation,31,2
S1976732,C015266,Membership Cancellation,63,5
S8465373,C003994,Billing,22,1
S4459893,C016139,App Issue,124,3
S7170570,C000072,Billing,217,2
S6952908,C012706,Service Quality,34,3
S6757039,C013287,Membership Cancellation,164,2
S1051327,C011584,App Issue,69,1
S5730254,C009041,Billing,147,2
S8990244,C005510,Service Quality,157,1
S4361167,C004689,App Issue,37,1
S1590195,C007938,Billing,27,2
S2418988,C018183,Membership Cancellation,97,4
S1618947,C001920,App Issue,21,1
S5380730,C004526,Billing,166,1
S6543057,C016567,Billing,114,3
S8272819,C016011,App Issue,43,1
S3740761,C018494,App Issue,118,3
S9300745,C008816,Billing,172,4
S8611197,C015550,Billing,131,5
S7755178,C009844,Membership Cancellation,181,1
S3312184,C013232,Billing,27,1
S6706972,C019123,Membership Cancellation,134,5
S4539455,C019413,Service Quality,180,5
S4746497,C018505,Billing,35,1
S4896375,C001915,Billing,112,1
S4969856,C012292,Billing,158,5
S4204739,C012239,Billing,144,3
S9595994,C001631,Billing,204,3
S7472778,C012081,Service Quality,233,3
S5315549,C016799,Service Quality,94,1
