customer_id,signup_date,signup_channel,campaign,location_id,city,state,membership_type,age,income_band,vehicle_type
C018245,2024-07-19,Google Ads,Campaign_3,L003,Charlotte,NC,Premium,39,75-100k,Sedan
C018246,2023-01-24,Fleet,Campaign_11,L014,Orlando,FL,Basic,62,<40k,Sedan
C018247,2022-05-24,Organic,Campaign_9,L005,Dallas,TX,None,22,100k+,Truck
C018248,2022-03-16,Meta Ads,Campaign_12,L028,Dallas,TX,None,34,40-75k,SUV
C018249,2022-03-22,Referral,Campaign_4,L026,Dallas,TX,Unlimited,41,75-100k,Van
C018250,2022-09-19,Local Promo,Campaign_3,L022,Birmingham,AL,None,59,40-75k,Truck
C018251,2025-03-26,Organic,Campaign_6,L004,Nashville,TN,None,30,<40k,Truck
C018252,2025-09-23,Google Ads,Campaign_11,L017,Charlotte,NC,None,66,75-100k,Van
C018253,2025-07-09,Meta Ads,Campaign_11,L029,Charlotte,NC,Premium,60,<40k,Van
C018254,2022-05-15,Organic,Campaign_8,L008,Charlotte,NC,Unlimited,69,<40k,SUV
C018255,2022-06-25,Google Ads,Campaign_7,L024,Nashville,TN,None,19,<40k,SUV
C018256,2025-04-17,Meta Ads,Campaign_5,L029,Orlando,FL,None,70,100k+,Van
C018257,2023-11-24,Fundraising,Campaign_9,L009,Orlando,FL,None,40,100k+,Van
C018258,2022-11-25,Fleet,Campaign_12,L021,Birmingham,AL,None,20,75-100k,SUV
C018259,2022-03-04,Google Ads,Campaign_9,L004,Dallas,TX,None,18,100k+,Van
C018260,2022-07-31,Fleet,Campaign_9,L027,Atlanta,GA,None,46,40-75k,Truck
C018261,2023-04-06,Fundraising,Campaign_8,L028,Nashville,TN,Basic,22,<40k,Sedan
C018262,2022-09-14,Google Ads,Campaign_4,L010,Charlotte,NC,Basic,46,100k+,Sedan
C018263,2023-07-29,Google Ads,Campaign_12,L005,Dallas,TX,None,60,<40k,SUV
C018264,2023-01-31,Local Promo,Campaign_9,L027,Orlando,FL,Basic,24,40-75k,SUV
C018265,2024-07-01,Organic,Campaign_10,L020,Atlanta,GA,None,52,<40k,Van
C018266,2024-03-16,Google Ads,Campaign_3,L028,Atlanta,GA,None,27,<40k,Sedan
C018267,2024-12-10,Organic,Campaign_2,L028,Charlotte,NC,Premium,64,75-100k,Truck
C018268,2022-04-02,Organic,Campaign_4,L029,Orlando,FL,Premium,19,100k+,Truck
C018269,2025-01-21,Google Ads,Campaign_8,L025,Atlanta,GA,None,26,<40k,Truck
C018270,2024-11-03,Google Ads,Campaign_7,L008,Nashville,TN,Premium,36,100k+,SUV
C018271,2024-07-12,Local Promo,Campaign_2,L009,Dallas,TX,None,67,40-75k,Truck
C018272,2023-09-11,Google Ads,Campaign_11,L028,Dallas,TX,Premium,33,40-75k,Sedan
C018273,2024-10-09,Fleet,Campaign_8,L021,Atlanta,GA,Premium,31,<40k,SUV
C018274,2023-12-02,Google Ads,Campaign_10,L028,Dallas,TX,Basic,67,100k+,Van
C018275,2022-07-14,Local Promo,Campaign_5,L013,Charlotte,NC,None,56,75-100k,Van
C018276,2022-08-15,Organic,Campaign_3,L022,Nashville,TN,None,43,100k+,Sedan
C018277,2023-10-06,Google Ads,Campaign_4,L024,Atlanta,GA,Unlimited,54,40-75k,Sedan
C018278,2023-03-02,Fleet,Campaign_12,L001,Atlanta,GA,Basic,19,40-75k,Van
C018279,2022-08-21,Google Ads,Campaign_8,L010,Nashville,TN,Premium,36,40-75k,Truck
C018280,2022-09-17,Meta Ads,Campaign_9,L004,Orlando,FL,None,59,<40k,Truck
C018281,2024-03-28,Meta Ads,Campaign_11,L006,Charlotte,NC,Basic,55,40-75k,Sedan
C018282,2022-08-16,Google Ads,Campaign_8,L005,Birmingham,AL,Basic,29,100k+,Sedan
C018283,2022-06-13,Google Ads,Campaign_5,L017,Dallas,TX,Unlimited,51,100k+,SUV
C018284,2023-04-08,Fleet,Campaign_8,L008,Charlotte,NC,Premium,67,40-75k,Sedan
C018285,2023-01-07,Organic,Campaign_4,L011,Nashville,TN,None,32,100k+,Truck
C018286,2025-09-22,Referral,Campaign_1,L006,Nashville,TN,Unlimited,62,100k+,Van
C018287,2023-11-06,Google Ads,Campaign_7,L002,Charlotte,NC,Basic,49,75-100k,Sedan
C018288,2024-05-06,Meta Ads,Campaign_9,L003,Orlando,FL,None,58,<40k,SUV
C018289,2023-08-11,Meta Ads,Campaign_10,L017,Dallas,TX,Unlimited,35,<40k,Truck
C018290,2024-01-24,Meta Ads,Campaign_9,L019,Atlanta,GA,Basic,32,<40k,Van
C018291,2023-12-03,Fundraising,Campaign_1,L021,Charlotte,NC,Basic,18,75-100k,Van
C018292,2025-07-18,Fleet,Campaign_5,L018,Birmingham,AL,None,69,<40k,Sedan
C018293,2025-04-20,Fundraising,Campaign_10,L009,Atlanta,GA,None,30,75-100k,SUV
C018294,2024-12-23,Fundraising,Campaign_12,L016,Charlotte,NC,None,23,40-75k,Truck
C018295,2023-09-05,Meta Ads,Campaign_10,L004,Atlanta,GA,None,39,40-75k,Van
C018296,2024-10-18,Meta Ads,Campaign_4,L012,Nashville,TN,None,57,75-100k,Van
C018297,2023-09-18,Fundraising,Campaign_8,L012,Nashville,TN,None,29,100k+,SUV
C018298,2022-09-04,Referral,Campaign_11,L007,Charlotte,NC,None,31,100k+,Van
C018299,2022-01-15,Local Promo,Campaign_1,L010,Atlanta,GA,Basic,25,75-100k,Truck
C018300,2025-08-08,Fundraising,Campaign_4,L025,Orlando,FL,Basic,21,<40k,Sedan
C018301,2025-11-28,Google Ads,Campaign_5,L026,Dallas,TX,None,66,100k+,SUV
C018302,2022-09-13,Referral,Campaign_2,L024,Atlanta,GA,Premium,27,40-75k,SUV
C018303,2022-06-15,Local Promo,Campaign_12,L020,Birmingham,AL,None,21,100k+,SUV
C018304,2025-04-15,Organic,Campaign_2,L005,Nashville,TN,Unlimited,58,75-100k,Sedan
C018305,2025-04-29,Google Ads,Campaign_11,L022,Atlanta,GA,None,22,<40k,Sedan
C018306,2025-09-27,Referral,Campaign_10,L003,Birmingham,AL,None,33,40-75k,Truck
C018307,2023-01-27,Referral,Campaign_2,L005,Birmingham,AL,Basic,55,<40k,Truck
C018308,2024-08-06,Fundraising,Campaign_3,L029,Charlotte,NC,Unlimited,67,100k+,Sedan
C018309,2022-01-28,Referral,Campaign_12,L021,Atlanta,GA,None,24,75-100k,Sedan
C018310,2023-01-29,Meta Ads,Campaign_6,L022,Atlanta,GA,Unlimited,19,75-100k,SUV
C018311,2022-03-05,Organic,Campaign_5,L013,Atlanta,GA,Premium,39,75-100k,Truck
C018312,2024-01-12,Meta Ads,Campaign_1,L025,Charlotte,NC,None,29,75-100k,SUV
C018313,2024-06-10,Meta Ads,Campaign_5,L004,Birmingham,AL,None,24,<40k,SUV
C018314,2024-06-24,Local Promo,Campaign_5,L002,Charlotte,NC,Premium,53,100k+,Sedan
C018315,2022-04-10,Google Ads,Campaign_11,L028,Nashville,TN,Basic,38,<40k,SUV
C018316,2024-03-03,Fleet,Campaign_7,L009,Charlotte,NC,Premium,56,100k+,Truck
C018317,2023-09-15,Organic,Campaign_4,L016,Charlotte,NC,None,64,100k+,Sedan
C018318,2022-03-14,Fleet,Campaign_3,L012,Orlando,FL,Basic,67,75-100k,Truck
C018319,2024-02-02,Fleet,Campaign_9,L026,Atlanta,GA,Premium,46,<40k,Truck
C018320,2024-12-06,Local Promo,Campaign_2,L022,Orlando,FL,Unlimited,63,40-75k,Truck
C018321,2022-07-12,Referral,Campaign_8,L024,Nashville,TN,None,55,<40k,SUV
C018322,2025-04-24,Google Ads,Campaign_3,L014,Birmingham,AL,None,53,75-100k,Van
C018323,2025-12-04,Google Ads,Campaign_7,L021,Birmingham,AL,None,49,<40k,Sedan
C018324,2022-03-20,Organic,Campaign_8,L020,Birmingham,AL,None,53,75-100k,Sedan
C018325,2025-03-25,Organic,Campaign_11,L004,Atlanta,GA,Unlimited,52,<40k,Truck
C018326,2023-05-04,Referral,Campaign_10,L014,Orlando,FL,Unlimited,55,40-75k,Van
C018327,2022-09-01,Google Ads,Campaign_7,L019,Dallas,TX,Basic,30,75-100k,SUV
C018328,2022-08-18,Meta Ads,Campaign_6,L005,Dallas,TX,Basic,32,<40k,SUV
C018329,2024-01-30,Organic,Campaign_3,L014,Charlotte,NC,None,62,<40k,SUV
C018330,2023-07-15,Google Ads,Campaign_7,L020,Orlando,FL,Premium,42,100k+,SUV
C018331,2025-09-15,Local Promo,Campaign_8,L007,Nashville,TN,Basic,66,75-100k,Van
C018332,2022-10-20,Meta Ads,Campaign_3,L026,Atlanta,GA,Basic,61,<40k,Van
C018333,2024-12-18,Google Ads,Campaign_5,L030,Atlanta,GA,Unlimited,67,<40k,Van
C018334,2023-11-06,Fleet,Campaign_4,L029,Atlanta,GA,None,26,75-100k,Sedan
C018335,2025-04-14,Google Ads,Campaign_10,L024,Atlanta,GA,Basic,34,40-75k,SUV
C018336,2024-01-15,Google Ads,Campaign_4,L008,Birmingham,AL,Unlimited,30,100k+,Truck
C018337,2024-04-14,Local Promo,Campaign_2,L018,Nashville,TN,None,25,100k+,SUV
C018338,2023-03-01,Google Ads,Campaign_10,L006,Birmingham,AL,Premium,46,<40k,Van
C018339,2024-11-12,Meta Ads,Campaign_11,L021,Charlotte,NC,Basic,42,<40k,Sedan
C018340,2025-10-31,Meta Ads,Campaign_9,L026,Birmingham,AL,None,47,40-75k,SUV
C018341,2023-06-11,Referral,Campaign_10,L019,Atlanta,GA,Basic,55,<40k,Van
C018342,2023-02-16,Google Ads,Campaign_10,L027,Charlotte,NC,None,44,100k+,Van
C018343,2023-04-04,Organic,Campaign_3,L026,Orlando,FL,Premium,59,40-75k,SUV
C018344,2025-08-04,Meta Ads,Campaign_2,L004,Nashville,TN,Premium,28,100k+,SUV
C018345,2023-05-08,Google Ads,Campaign_8,L026,Birmingham,AL,None,62,75-100k,SUV
C018346,2022-04-01,Referral,Campaign_8,L003,Birmingham,AL,Premium,69,<40k,Sedan
C018347,2024-04-13,Meta Ads,Campaign_2,L024,Nashville,TN,None,62,100k+,Truck
C018348,2023-11-29,Google Ads,Campaign_1,L020,Orlando,FL,Premium,68,100k+,Truck
C018349,2022-06-22,Google Ads,Campaign_5,L024,Dallas,TX,None,57,40-75k,Van
C018350,2023-04-10,Google Ads,Campaign_6,L030,Birmingham,AL,Basic,40,40-75k,Sedan
C018351,2025-06-10,Local Promo,Campaign_3,L030,Nashville,TN,None,44,<40k,SUV
C018352,2022-08-01,Organic,Campaign_2,L024,Orlando,FL,None,29,75-100k,Van
C018353,2024-11-19,Organic,Campaign_9,L020,Nashville,TN,None,18,<40k,Sedan
C018354,2024-05-13,Google Ads,Campaign_9,L001,Dallas,TX,None,70,100k+,SUV
C018355,2025-05-29,Local Promo,Campaign_7,L021,Nashville,TN,Premium,66,40-75k,SUV
C018356,2025-01-13,Meta Ads,Campaign_3,L016,Birmingham,AL,None,66,100k+,Truck
C018357,2022-04-14,Meta Ads,Campaign_7,L025,Birmingham,AL,Basic,65,100k+,SUV
C018358,2025-11-06,Fleet,Campaign_5,L018,Dallas,TX,Unlimited,40,100k+,Sedan
C018359,2023-03-28,Referral,Campaign_7,L006,Dallas,TX,None,44,40-75k,Van
C018360,2023-01-24,Referral,Campaign_5,L018,Nashville,TN,None,47,100k+,SUV
C018361,2022-06-29,Organic,Campaign_11,L017,Orlando,FL,None,26,<40k,Sedan
C018362,2025-10-16,Meta Ads,Campaign_2,L016,Atlanta,GA,None,50,75-100k,Sedan
C018363,2025-09-26,Meta Ads,Campaign_2,L005,Charlotte,NC,Basic,43,<40k,SUV
C018364,2023-10-15,Local Promo,Campaign_3,L026,Atlanta,GA,Premium,35,75-100k,Sedan
C018365,2023-12-19,Fundraising,Campaign_10,L028,Orlando,FL,None,25,75-100k,Van
C018366,2022-02-26,Organic,Campaign_3,L024,Orlando,FL,Basic,43,75-100k,Sedan
C018367,2024-02-13,Local Promo,Campaign_9,L027,Nashville,TN,None,27,40-75k,Van
C018368,2025-05-25,Google Ads,Campaign_2,L028,Dallas,TX,None,62,40-75k,Truck
C018369,2024-10-04,Fundraising,Campaign_3,L014,Orlando,FL,Unlimited,65,<40k,SUV
C018370,2022-11-26,Meta Ads,Campaign_5,L003,Orlando,FL,Unlimited,22,<40k,Van
C018371,2024-12-19,Google Ads,Campaign_7,L030,Dallas,TX,None,58,<40k,Truck
C018372,2025-05-12,Referral,Campaign_12,L003,Nashville,TN,None,45,<40k,Truck
C018373,2022-02-15,Google Ads,Campaign_1,L023,Nashville,TN,Unlimited,57,40-75k,SUV
C018374,2024-09-30,Organic,Campaign_3,L018,Dallas,TX,Unlimited,43,100k+,SUV
C018375,2023-08-09,Google Ads,Campaign_11,L008,Nashville,TN,None,20,<40k,Truck
C018376,2024-10-06,Meta Ads,Campaign_4,L026,Birmingham,AL,Unlimited,25,75-100k,Sedan
C018377,2024-02-19,Meta Ads,Campaign_12,L024,Nashville,TN,None,35,75-100k,SUV
C018378,2023-04-11,Google Ads,Campaign_9,L027,Nashville,TN,Premium,67,75-100k,SUV
C018379,2023-09-09,Google Ads,Campaign_8,L024,Dallas,TX,None,21,75-100k,Truck
C018380,2022-01-25,Meta Ads,Campaign_4,L016,Nashville,TN,None,69,40-75k,Van
C018381,2022-05-22,Google Ads,Campaign_3,L011,Charlotte,NC,None,43,<40k,Sedan
C018382,2022-01-23,Fleet,Campaign_5,L016,Charlotte,NC,None,58,75-100k,Truck
C018383,2023-05-01,Google Ads,Campaign_9,L029,Birmingham,AL,None,26,75-100k,Van
C018384,2025-12-02,Fundraising,Campaign_1,L004,Dallas,TX,None,47,<40k,SUV
C018385,2024-01-03,Local Promo,Campaign_5,L007,Charlotte,NC,Unlimited,26,<40k,Sedan
C018386,2022-09-29,Meta Ads,Campaign_5,L004,Dallas,TX,None,40,<40k,Van
C018387,2025-06-08,Referral,Campaign_7,L016,Nashville,TN,Premium,66,75-100k,Van
C018388,2024-05-25,Local Promo,Campaign_2,L027,Orlando,FL,Premium,62,40-75k,Sedan
C018389,2022-08-03,Meta Ads,Campaign_6,L017,Atlanta,GA,Premium,31,75-100k,SUV
C018390,2022-10-21,Google Ads,Campaign_9,L005,Orlando,FL,Basic,42,100k+,Sedan
C018391,2025-04-30,Organic,Campaign_6,L028,Charlotte,NC,None,58,40-75k,Truck
C018392,2023-06-08,Google Ads,Campaign_9,L015,Nashville,TN,None,26,<40k,SUV
C018393,2024-06-02,Meta Ads,Campaign_3,L015,Atlanta,GA,Unlimited,45,100k+,SUV
C018394,2024-07-04,Organic,Campaign_10,L002,Charlotte,NC,Premium,60,75-100k,Truck
C018395,2022-05-29,Google Ads,Campaign_4,L004,Atlanta,GA,None,46,75-100k,Van
C018396,2022-11-11,Google Ads,Campaign_9,L008,Atlanta,GA,None,61,100k+,SUV
C018397,2024-04-18,Organic,Campaign_1,L011,Orlando,FL,Unlimited,18,100k+,SUV
C018398,2022-05-17,Meta Ads,Campaign_5,L024,Nashville,TN,Basic,24,40-75k,Sedan
C018399,2023-08-21,Google Ads,Campaign_5,L013,Dallas,TX,None,33,75-100k,SUV
C018400,2023-06-09,Google Ads,Campaign_11,L021,Dallas,TX,Premium,42,40-75k,SUV
C018401,2022-06-23,Organic,Campaign_1,L007,Dallas,TX,None,50,<40k,Sedan
C018402,2024-07-02,Organic,Campaign_7,L021,Atlanta,GA,Basic,60,75-100k,Sedan
C018403,2022-06-22,Google Ads,Campaign_4,L006,Atlanta,GA,Basic,47,75-100k,Truck
C018404,2025-05-24,Local Promo,Campaign_11,L012,Dallas,TX,None,20,<40k,Truck
C018405,2024-12-08,Referral,Campaign_2,L024,Atlanta,GA,None,50,<40k,Van
C018406,2025-06-07,Local Promo,Campaign_11,L003,Birmingham,AL,Unlimited,35,40-75k,Van
C018407,2023-05-24,Meta Ads,Campaign_6,L015,Charlotte,NC,None,35,<40k,Sedan
C018408,2025-07-26,Meta Ads,Campaign_3,L005,Birmingham,AL,None,45,40-75k,SUV
C018409,2025-10-01,Google Ads,Campaign_1,L025,Birmingham,AL,Premium,22,40-75k,Sedan
C018410,2025-06-30,Google Ads,Campaign_9,L017,Atlanta,GA,None,62,40-75k,Sedan
C018411,2022-03-22,Referral,Campaign_6,L001,Nashville,TN,Premium,52,75-100k,Van
C018412,2025-06-10,Google Ads,Campaign_9,L015,Birmingham,AL,Premium,70,75-100k,Truck
C018413,2024-02-14,Fleet,Campaign_7,L003,Atlanta,GA,None,31,40-75k,SUV
C018414,2022-08-03,Meta Ads,Campaign_9,L006,Dallas,TX,Premium,52,<40k,Sedan
C018415,2024-02-17,Referral,Campaign_2,L016,Atlanta,GA,None,33,<40k,Sedan
C018416,2022-11-23,Google Ads,Campaign_2,L027,Dallas,TX,Premium,33,75-100k,Van
C018417,2022-09-20,Fundraising,Campaign_6,L008,Charlotte,NC,Premium,52,75-100k,Truck
C018418,2023-03-28,Fundraising,Campaign_7,L011,Dallas,TX,Basic,27,<40k,Truck
C018419,2022-08-06,Fleet,Campaign_3,L013,Birmingham,AL,Premium,51,<40k,SUV
C018420,2023-05-23,Fleet,Campaign_11,L029,Birmingham,AL,None,47,100k+,Truck
C018421,2022-04-01,Local Promo,Campaign_9,L015,Birmingham,AL,None,28,40-75k,SUV
C018422,2025-11-23,Google Ads,Campaign_6,L004,Orlando,FL,Basic,48,<40k,Sedan
C018423,2023-06-19,Meta Ads,Campaign_2,L006,Atlanta,GA,None,68,40-75k,SUV
C018424,2025-01-03,Fundraising,Campaign_2,L020,Orlando,FL,Premium,53,40-75k,Van
C018425,2023-08-06,Fleet,Campaign_3,L012,Charlotte,NC,Unlimited,51,40-75k,Van
C018426,2022-11-03,Meta Ads,Campaign_5,L022,Nashville,TN,None,67,100k+,SUV
C018427,2025-05-13,Google Ads,Campaign_9,L023,Charlotte,NC,Basic,63,100k+,Van
C018428,2025-12-28,Organic,Campaign_6,L013,Birmingham,AL,Basic,39,<40k,Sedan
C018429,2022-04-04,Meta Ads,Campaign_9,L001,Birmingham,AL,None,67,40-75k,Truck
C018430,2024-05-29,Meta Ads,Campaign_12,L024,Dallas,TX,None,65,40-75k,Sedan
C018431,2023-11-10,Fleet,Campaign_5,L001,Atlanta,GA,None,54,40-75k,SUV
C018432,2024-01-01,Meta Ads,Campaign_8,L028,Atlanta,GA,None,38,100k+,Sedan
C018433,2024-07-12,Local Promo,Campaign_11,L007,Birmingham,AL,None,54,100k+,Van
C018434,2024-09-28,Google Ads,Campaign_8,L015,Atlanta,GA,Basic,18,75-100k,Sedan
C018435,2023-01-10,Fleet,Campaign_7,L005,Nashville,TN,Unlimited,66,75-100k,Van
C018436,2024-12-02,Google Ads,Campaign_10,L020,Birmingham,AL,Premium,30,75-100k,Van
C018437,2022-12-04,Google Ads,Campaign_7,L022,Nashville,TN,None,33,100k+,Sedan
C018438,2022-03-31,Organic,Campaign_3,L011,Orlando,FL,None,25,40-75k,SUV
C018439,2024-12-25,Local Promo,Campaign_12,L019,Birmingham,AL,Unlimited,43,40-75k,Van
C018440,2023-02-20,Google Ads,Campaign_4,L014,Charlotte,NC,None,40,40-75k,Truck
C018441,2024-09-20,Meta Ads,Campaign_8,L008,Dallas,TX,Basic,33,100k+,SUV
C018442,2023-03-01,Fleet,Campaign_3,L021,Nashville,TN,Unlimited,40,40-75k,Van
C018443,2024-05-19,Referral,Campaign_1,L013,Charlotte,NC,None,34,100k+,Truck
C018444,2023-03-24,Local Promo,Campaign_6,L022,Atlanta,GA,None,40,100k+,SUV
C018445,2025-02-12,Fundraising,Campaign_5,L001,Atlanta,GA,None,70,100k+,SUV
C018446,2024-02-10,Organic,Campaign_3,L025,Nashville,TN,None,69,75-100k,Truck
C018447,2022-03-24,Meta Ads,Campaign_10,L006,Nashville,TN,Basic,61,<40k,Van
C018448,2023-02-21,Referral,Campaign_8,L002,Atlanta,GA,Premium,42,100k+,Sedan
C018449,2022-03-01,Organic,Campaign_3,L018,Nashville,TN,None,68,75-100k,Truck
C018450,2024-09-22,Fleet,Campaign_9,L016,Orlando,FL,Premium,30,40-75k,Sedan
C018451,2025-12-31,Google Ads,Campaign_3,L025,Dallas,TX,Premium,53,40-75k,SUV
C018452,2022-03-02,Fundraising,Campaign_9,L022,Orlando,FL,Basic,20,40-75k,Truck
C018453,2024-01-25,Meta Ads,Campaign_9,L018,Orlando,FL,Basic,46,<40k,Truck
C018454,2022-12-18,Meta Ads,Campaign_10,L006,Birmingham,AL,Premium,32,100k+,Truck
C018455,2024-03-03,Organic,Campaign_7,L002,Dallas,TX,Unlimited,36,75-100k,Truck
C018456,2023-11-16,Organic,Campaign_3,L018,Atlanta,GA,None,35,40-75k,Truck
C018457,2024-07-04,Referral,Campaign_12,L017,Orlando,FL,None,34,100k+,Sedan
C018458,2024-02-02,Meta Ads,Campaign_5,L004,Charlotte,NC,None,41,100k+,Sedan
C018459,2025-08-22,Google Ads,Campaign_5,L025,Nashville,TN,Unlimited,23,40-75k,Truck
C018460,2023-12-20,Organic,Campaign_1,L010,Atlanta,GA,Premium,64,75-100k,SUV
C018461,2023-05-05,Meta Ads,Campaign_6,L029,Charlotte,NC,Premium,45,100k+,Truck
C018462,2024-07-24,Organic,Campaign_7,L026,Atlanta,GA,Basic,61,40-75k,Truck
C018463,2024-04-25,Fundraising,Campaign_7,L026,Atlanta,GA,Basic,40,75-100k,Van
C018464,2022-10-30,Referral,Campaign_6,L013,Charlotte,NC,None,60,<40k,Sedan
C018465,2022-01-09,Meta Ads,Campaign_6,L015,Orlando,FL,Unlimited,70,<40k,Sedan
C018466,2023-09-18,Local Promo,Campaign_10,L017,Nashville,TN,Basic,65,40-75k,Truck
C018467,2022-06-14,Fleet,Campaign_10,L013,Orlando,FL,Basic,22,100k+,Van
C018468,2023-08-14,Organic,Campaign_4,L005,Nashville,TN,None,56,<40k,Van
C018469,2024-04-14,Organic,Campaign_9,L005,Nashville,TN,None,34,75-100k,Van
C018470,2024-08-16,Meta Ads,Campaign_5,L019,Charlotte,NC,Unlimited,53,75-100k,Truck
C018471,2025-01-05,Google Ads,Campaign_1,L013,Nashville,TN,None,47,<40k,Truck
C018472,2023-08-24,Google Ads,Campaign_5,L027,Dallas,TX,None,61,75-100k,Truck
C018473,2025-04-23,Meta Ads,Campaign_3,L009,Orlando,FL,None,53,75-100k,Sedan
C018474,2022-03-28,Organic,Campaign_2,L012,Dallas,TX,Basic,60,40-75k,Truck
C018475,2023-03-28,Local Promo,Campaign_7,L013,Atlanta,GA,Unlimited,48,<40k,SUV
C018476,2025-02-02,Organic,Campaign_12,L017,Charlotte,NC,None,69,<40k,Sedan
C018477,2025-11-04,Google Ads,Campaign_10,L003,Dallas,TX,Premium,19,75-100k,SUV
C018478,2023-09-12,Referral,Campaign_8,L019,Birmingham,AL,None,36,100k+,Truck
C018479,2023-01-14,Meta Ads,Campaign_6,L013,Atlanta,GA,Premium,43,40-75k,Truck
C018480,2022-12-20,Organic,Campaign_4,L025,Charlotte,NC,Basic,18,75-100k,SUV
C018481,2022-01-14,Google Ads,Campaign_2,L026,Nashville,TN,Basic,32,40-75k,Van
C018482,2022-01-23,Local Promo,Campaign_8,L027,Orlando,FL,Unlimited,29,75-100k,Truck
C018483,2024-03-31,Referral,Campaign_3,L006,Dallas,TX,Basic,32,<40k,Van
C018484,2022-08-25,Referral,Campaign_9,L030,Nashville,TN,Basic,68,40-75k,Truck
C018485,2022-04-07,Google Ads,Campaign_2,L007,Dallas,TX,Unlimited,30,40-75k,Truck
C018486,2025-05-13,Organic,Campaign_8,L011,Charlotte,NC,Basic,26,40-75k,Truck
C018487,2024-07-18,Fundraising,Campaign_7,L012,Orlando,FL,Unlimited,55,40-75k,Sedan
C018488,2023-09-19,Organic,Campaign_2,L024,Orlando,FL,None,47,<40k,Van
C018489,2024-08-29,Meta Ads,Campaign_11,L015,Nashville,TN,Unlimited,64,75-100k,Sedan
C018490,2025-06-19,Meta Ads,Campaign_7,L029,Atlanta,GA,Unlimited,63,<40k,SUV
C018491,2023-09-15,Google Ads,Campaign_1,L003,Atlanta,GA,Basic,23,100k+,Sedan
C018492,2022-10-03,Organic,Campaign_7,L005,Nashville,TN,None,31,100k+,Truck
C018493,2022-04-04,Fleet,Campaign_12,L027,Dallas,TX,Basic,31,100k+,SUV
C018494,2024-05-18,Google Ads,Campaign_6,L016,Birmingham,AL,None,37,100k+,Sedan
C018495,2024-06-20,Referral,Campaign_8,L002,Dallas,TX,None,33,<40k,Sedan
C018496,2022-03-31,Fleet,Campaign_6,L004,Charlotte,NC,None,25,<40k,SUV
C018497,2024-09-30,Meta Ads,Campaign_8,L014,Charlotte,NC,None,67,<40k,SUV
C018498,2024-11-09,Google Ads,Campaign_8,L005,Dallas,TX,None,55,40-75k,SUV
C018499,2025-10-24,Fundraising,Campaign_6,L018,Charlotte,NC,None,45,75-100k,Truck
C018500,2025-01-07,Google Ads,Campaign_2,L026,Charlotte,NC,None,70,40-75k,Truck
C018501,2025-01-02,Organic,Campaign_6,L023,Charlotte,NC,Premium,39,<40k,Truck
C018502,2024-06-04,Local Promo,Campaign_6,L028,Atlanta,GA,None,63,40-75k,Sedan
C018503,2025-11-10,Referral,Campaign_8,L017,Dallas,TX,Basic,46,40-75k,Truck
C018504,2022-05-30,Organic,Campaign_1,L029,Birmingham,AL,None,58,100k+,SUV
C018505,2025-09-18,Local Promo,Campaign_3,L019,Nashville,TN,None,35,100k+,Truck
C018506,2022-06-08,Google Ads,Campaign_2,L027,Charlotte,NC,None,49,<40k,SUV
C018507,2025-03-09,Meta Ads,Campaign_9,L013,Atlanta,GA,None,31,<40k,Truck
C018508,2024-10-27,Organic,Campaign_12,L026,Atlanta,GA,Unlimited,40,40-75k,SUV
C018509,2024-12-05,Organic,Campaign_3,L005,Birmingham,AL,Basic,51,<40k,Van
C018510,2022-08-27,Local Promo,Campaign_9,L006,Charlotte,NC,Premium,60,40-75k,SUV
C018511,2022-12-04,Meta Ads,Campaign_5,L022,Orlando,FL,Basic,25,75-100k,Van
C018512,2022-01-05,Referral,Campaign_1,L027,Charlotte,NC,None,48,75-100k,Sedan
C018513,2024-12-07,Meta Ads,Campaign_6,L023,Birmingham,AL,None,47,100k+,Truck
C018514,2022-03-12,Fundraising,Campaign_2,L004,Nashville,TN,None,57,<40k,Truck
C018515,2022-01-14,Google Ads,Campaign_9,L007,Dallas,TX,Basic,25,40-75k,Van
C018516,2025-05-17,Fleet,Campaign_3,L024,Atlanta,GA,None,30,100k+,Van
C018517,2025-01-24,Local Promo,Campaign_11,L005,Dallas,TX,Premium,55,40-75k,Van
C018518,2023-05-22,Referral,Campaign_12,L029,Birmingham,AL,Premium,48,100k+,Sedan
C018519,2025-01-30,Google Ads,Campaign_9,L023,Charlotte,NC,Unlimited,51,40-75k,SUV
C018520,2025-06-08,Local Promo,Campaign_12,L002,Birmingham,AL,Unlimited,40,40-75k,SUV
C018521,2023-04-27,Local Promo,Campaign_10,L006,Orlando,FL,Unlimited,36,<40k,SUV
C018522,2025-07-31,Google Ads,Campaign_7,L007,Nashville,TN,None,47,75-100k,Van
C018523,2024-04-10,Meta Ads,Campaign_7,L014,Atlanta,GA,None,22,75-100k,Sedan
C018524,2025-08-04,Referral,Campaign_12,L002,Dallas,TX,None,70,100k+,SUV
C018525,2024-07-31,Google Ads,Campaign_2,L013,Birmingham,AL,Premium,22,100k+,Truck
C018526,2022-09-01,Fleet,Campaign_6,L023,Atlanta,GA,Premium,59,40-75k,Van
C018527,2022-01-11,Local Promo,Campaign_9,L028,Birmingham,AL,Basic,66,100k+,Sedan
C018528,2023-03-13,Fleet,Campaign_5,L001,Atlanta,GA,Basic,61,100k+,Sedan
